Name,Handle,Tweet text,Media URL,Posted,Posted timestamp,Retweets(num),Quoted tweets(num),Likes(num),Profile image,url,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
allana ᶠᶠᶜ,@lanaffc_,,,,,,,,,,,,,18,https://twitter.com/lanaffc_/status/1785800961690046700,https://twitter.com/lanaffc_,"n convenceu, mas venceu",1 de mai,2024-05-01T22:38:22.000Z
Maria Eduarda,@tremfernandes,,,,,,,,,,,,,243,https://twitter.com/tremfernandes/status/1785776454795505677,https://twitter.com/tremfernandes,"caralho um refresco, obg aí",1 de mai,2024-05-01T21:00:59.000Z
𝓛𝓪 𝓥𝓲𝓿𝓪𝓼 ♌︎☀︎ ✡︎,@LaVivasoy,,,,,,,,,,,,,24,https://twitter.com/LaVivasoy/status/1785784792044204466,https://twitter.com/LaVivasoy,Saudações Tricolores!,1 de mai,2024-05-01T21:34:07.000Z
jacy,@wxjacy,,,,,,,,,,,,,47,https://twitter.com/wxjacy/status/1785777984739086615,https://twitter.com/wxjacy,fizeram o MINIMO parabéns,1 de mai,2024-05-01T21:07:04.000Z
CAMPEÃO DA AMÉRICA,@nycollasffc,,,,,,,,,,,,,421,https://twitter.com/nycollasffc/status/1785776420217598026,https://twitter.com/nycollasffc,"vence, agora só falta convencer",1 de mai,2024-05-01T21:00:51.000Z
Vieira,@f_f_c22,,,,,,,,,,,,,126,https://twitter.com/f_f_c22/status/1785776661696270820,https://twitter.com/f_f_c22,Obrigado,1 de mai,2024-05-01T21:01:48.000Z
sotnas,@thamysotnas,,,,,,,,,,,,,36,https://twitter.com/thamysotnas/status/1785779218183254395,https://twitter.com/thamysotnas,se não ganhasse tbm né..,1 de mai,2024-05-01T21:11:58.000Z
victoria,@tuitafox,,,,,,,,,,,2,,270,https://twitter.com/tuitafox/status/1785776570843431027,https://twitter.com/tuitafox,venceu mas não convenceu,1 de mai,2024-05-01T21:01:27.000Z
Leal ᶠᶠᶜ,@Dnleall,,,,,,,,,,,,,26,https://twitter.com/Dnleall/status/1785778436935467330,https://twitter.com/Dnleall,Parabéns pra torcida do ES,1 de mai,2024-05-01T21:08:52.000Z
Cami ¹⁴ RENEGADE,@jktricolor9,,,,,,,,,,,,,51,https://twitter.com/jktricolor9/status/1785777758091579516,https://twitter.com/jktricolor9,automaticamente volto a me iludir,1 de mai,2024-05-01T21:06:10.000Z
marilia,@daltromariliaa,,,,,,,,,,,1,,218,https://twitter.com/daltromariliaa/status/1785778206072508522,https://twitter.com/daltromariliaa,oxe mas o gol n foi do terans?,1 de mai,2024-05-01T21:07:57.000Z
Cesar Guimaraes,@CesarGuimaraes4,,,,,,,,,,,,,91,https://twitter.com/CesarGuimaraes4/status/1785776573372563793,https://twitter.com/CesarGuimaraes4,VAMOOOOOS! NENSEEEEEE,1 de mai,2024-05-01T21:01:27.000Z
Francharles Neves Evaristo,@FrancharlesE,,,,,,,,,,,,,78,https://twitter.com/FrancharlesE/status/1785778914909888801,https://twitter.com/FrancharlesE,"Toda vez que ficou na toqueira sem objetividade deu merda, fica a dica.",1 de mai,2024-05-01T21:10:46.000Z
slipknot belford roxo,@vitib1,,,,,,,,,,,,,64,https://twitter.com/vitib1/status/1785776890860425459,https://twitter.com/vitib1,"jogo de merda, parabéns aos envolvidos",1 de mai,2024-05-01T21:02:43.000Z
São Castilho,@sofaloFlu,,,,,,,,,,,,,53,https://twitter.com/sofaloFlu/status/1785776515399012825,https://twitter.com/sofaloFlu,não fez mais que a obrigação,1 de mai,2024-05-01T21:01:14.000Z
FFC Luan,@LuanVitorfelix3,,,,,,,,,,,,,68,https://twitter.com/LuanVitorfelix3/status/1785776554456285501,https://twitter.com/LuanVitorfelix3,Vence mas não convence.,1 de mai,2024-05-01T21:01:23.000Z
Bru¹⁹⁰²,@brunaazzx,,,,,,,,,,,,,72,https://twitter.com/brunaazzx/status/1785777025942265871,https://twitter.com/brunaazzx,mais q obrigação!,1 de mai,2024-05-01T21:03:15.000Z
Jordan Gonzalez,@JordiCDM,,,,,,,,,,,,,34,https://twitter.com/JordiCDM/status/1785777371653570899,https://twitter.com/JordiCDM,Equipo chico,1 de mai,2024-05-01T21:04:38.000Z
Eduardo Gonçalves,@Eduardo65987156,,,,,,,,,,,,,38,https://twitter.com/Eduardo65987156/status/1785782854242242941,https://twitter.com/Eduardo65987156,Gol foi do Terans !,1 de mai,2024-05-01T21:26:25.000Z
victoria,@tuitafox,,,,,,,,,,,2,,270,https://twitter.com/tuitafox/status/1785776570843431027,https://twitter.com/tuitafox,venceu mas não convenceu,1 de mai,2024-05-01T21:01:27.000Z
Leal ᶠᶠᶜ,@Dnleall,,,,,,,,,,,,,26,https://twitter.com/Dnleall/status/1785778436935467330,https://twitter.com/Dnleall,Parabéns pra torcida do ES,1 de mai,2024-05-01T21:08:52.000Z
Cami ¹⁴ RENEGADE,@jktricolor9,,,,,,,,,,,,,51,https://twitter.com/jktricolor9/status/1785777758091579516,https://twitter.com/jktricolor9,automaticamente volto a me iludir,1 de mai,2024-05-01T21:06:10.000Z
marilia,@daltromariliaa,,,,,,,,,,,1,,218,https://twitter.com/daltromariliaa/status/1785778206072508522,https://twitter.com/daltromariliaa,oxe mas o gol n foi do terans?,1 de mai,2024-05-01T21:07:57.000Z
Cesar Guimaraes,@CesarGuimaraes4,,,,,,,,,,,,,91,https://twitter.com/CesarGuimaraes4/status/1785776573372563793,https://twitter.com/CesarGuimaraes4,VAMOOOOOS! NENSEEEEEE,1 de mai,2024-05-01T21:01:27.000Z
Francharles Neves Evaristo,@FrancharlesE,,,,,,,,,,,,,78,https://twitter.com/FrancharlesE/status/1785778914909888801,https://twitter.com/FrancharlesE,"Toda vez que ficou na toqueira sem objetividade deu merda, fica a dica.",1 de mai,2024-05-01T21:10:46.000Z
slipknot belford roxo,@vitib1,,,,,,,,,,,,,64,https://twitter.com/vitib1/status/1785776890860425459,https://twitter.com/vitib1,"jogo de merda, parabéns aos envolvidos",1 de mai,2024-05-01T21:02:43.000Z
São Castilho,@sofaloFlu,,,,,,,,,,,,,53,https://twitter.com/sofaloFlu/status/1785776515399012825,https://twitter.com/sofaloFlu,não fez mais que a obrigação,1 de mai,2024-05-01T21:01:14.000Z
FFC Luan,@LuanVitorfelix3,,,,,,,,,,,,,68,https://twitter.com/LuanVitorfelix3/status/1785776554456285501,https://twitter.com/LuanVitorfelix3,Vence mas não convence.,1 de mai,2024-05-01T21:01:23.000Z
Bru¹⁹⁰²,@brunaazzx,,,,,,,,,,,,,72,https://twitter.com/brunaazzx/status/1785777025942265871,https://twitter.com/brunaazzx,mais q obrigação!,1 de mai,2024-05-01T21:03:15.000Z
Jordan Gonzalez,@JordiCDM,,,,,,,,,,,,,34,https://twitter.com/JordiCDM/status/1785777371653570899,https://twitter.com/JordiCDM,Equipo chico,1 de mai,2024-05-01T21:04:38.000Z
Eduardo Gonçalves,@Eduardo65987156,,,,,,,,,,,,,38,https://twitter.com/Eduardo65987156/status/1785782854242242941,https://twitter.com/Eduardo65987156,Gol foi do Terans !,1 de mai,2024-05-01T21:26:25.000Z
Tricolor fanático,@tricolor_2000,,,,,,,,,,,,,28,https://twitter.com/tricolor_2000/status/1785777310831923218,https://twitter.com/tricolor_2000,Felipe Andrade é MUITO TITULAR.,1 de mai,2024-05-01T21:04:23.000Z
Vieira,@f_f_c22,,,,,,,,,,,,,120,https://twitter.com/f_f_c22/status/1785776706000724332,https://twitter.com/f_f_c22,"Proibido chutar, simplesmente",1 de mai,2024-05-01T21:01:59.000Z
Saullo dos Anjos,@SaulloISR,,,,,,,,,,,,,39,https://twitter.com/SaulloISR/status/1785794452793029098,https://twitter.com/SaulloISR,Não foi o Terans?,1 de mai,2024-05-01T22:12:30.000Z
mellᶠᶠᶜ,@mellturques_,,,,,,,,,,,,,196,https://twitter.com/mellturques_/status/1785776441340137526,https://twitter.com/mellturques_,graças a Deus,1 de mai,2024-05-01T21:00:56.000Z
duda,@dudaffc7,,,,,,,,,,,,,459,https://twitter.com/dudaffc7/status/1785776454095028658,https://twitter.com/dudaffc7,obrigação né,1 de mai,2024-05-01T21:00:59.000Z
Eslly Nogueira,@esllynogueira,,,,,,,,,,,,,58,https://twitter.com/esllynogueira/status/1785780227035087319,https://twitter.com/esllynogueira,Parabéns pelo mínimo.,1 de mai,2024-05-01T21:15:58.000Z
doutora howedesᶠᶠᶜ 𖹭,@iabunnyhowe,,,,,,,,,,,,,83,https://twitter.com/iabunnyhowe/status/1785778642607391169,https://twitter.com/iabunnyhowe,te amo,1 de mai,2024-05-01T21:09:41.000Z
Daniel Macri,@Fluruguayo,,,,,,,,,,,1,,221,https://twitter.com/Fluruguayo/status/1785776472549896446,https://twitter.com/Fluruguayo,NEEEEEEEENSEEEEEEEEE,1 de mai,2024-05-01T21:01:03.000Z
C,@2fPutaria157,,,,,,,,,,,,,46,https://twitter.com/2fPutaria157/status/1785778571031482745,https://twitter.com/2fPutaria157,vm porra,1 de mai,2024-05-01T21:09:24.000Z
Leonardo Bhering,@Bhering,,,,,,,,,,,,,96,https://twitter.com/Bhering/status/1785777984978260021,https://twitter.com/Bhering,"Foi só o Sampaio Corrêa adiantar a marcação, que o time bateu cabeça. Tirou as invenções (RA e Lima de cabeça de área) que melhoramos.",1 de mai,2024-05-01T21:07:04.000Z
viccᶠᶠᶜ,@vicc_cvs,,,,,,,,,,,,,263,https://twitter.com/vicc_cvs/status/1785776434121699563,https://twitter.com/vicc_cvs,Não fez mais q a obrigação,1 de mai,2024-05-01T21:00:54.000Z
Leonardo Jr.,@LeonardoJun10r,,,,,,,,,,,,,75,https://twitter.com/LeonardoJun10r/status/1785776513796763995,https://twitter.com/LeonardoJun10r,Obrigação,1 de mai,2024-05-01T21:01:13.000Z
QueirozFellipeᶠᶠᶜ,@FellipeQrz18,,,,,,,,,,,,,105,https://twitter.com/FellipeQrz18/status/1785777105453666598,https://twitter.com/FellipeQrz18,"Um time mais leve e compacto, com jogadores novos e cheio de gás, não foi uma partida espetacular, mas foi importante a vitória pra levantar a moral da equipe, sábado contra o galo volta aquela velharada, a panela feia do pardal, aí toma goleada do galo. Só velho cansado!!",1 de mai,2024-05-01T21:03:34.000Z
Retumbante de glórias,@RetumbanteG,,,,,,,,,,,,,15,https://twitter.com/RetumbanteG/status/1785782273968623657,https://twitter.com/RetumbanteG,Seguimos,1 de mai,2024-05-01T21:24:07.000Z
M12,@Luuck_FFC,,,,,,,,,,,,,142,https://twitter.com/Luuck_FFC/status/1785776728528290038,https://twitter.com/Luuck_FFC,fez a obrigação,1 de mai,2024-05-01T21:02:04.000Z
Luan,@girahsupremacy,,,,,,,,,,,,,19,https://twitter.com/girahsupremacy/status/1785790683002835057,https://twitter.com/girahsupremacy,VITÓRIA FLUMINENSE,1 de mai,2024-05-01T21:57:31.000Z
rayanne,@martinssffc,,,,,,,,,,,,,71,https://twitter.com/martinssffc/status/1785776499573809193,https://twitter.com/martinssffc,GLÓRIA A DEUS,1 de mai,2024-05-01T21:01:10.000Z
Rocha,@larissarochax,,,,,,,,,,,,,37,https://twitter.com/larissarochax/status/1785781166571708521,https://twitter.com/larissarochax,oh glória,1 de mai,2024-05-01T21:19:42.000Z
Victor¹⁹⁰²,@victoseabra,,,,,,,,,,,,,31,https://twitter.com/victoseabra/status/1785802809671131464,https://twitter.com/victoseabra,parabéns pelo mínimo,1 de mai,2024-05-01T22:45:43.000Z
aí ce mi quebraᶠᶠᶜ,@vinnimarinzz,,,,,,,,,,,,,34,https://twitter.com/vinnimarinzz/status/1785776598907568470,https://twitter.com/vinnimarinzz,Cria vergonha nessa cara de vocês,1 de mai,2024-05-01T21:01:33.000Z
faquim,@ketilafm,,,,,,,,,,,,,7,https://twitter.com/ketilafm/status/1786089917124104588,https://twitter.com/ketilafm,foi lindoooooo!!!,6 h,2024-05-02T17:46:34.000Z
letícia,@LetciaFarias17,,,,,,,,,,,,,18,https://twitter.com/LetciaFarias17/status/1785778191740613035,https://twitter.com/LetciaFarias17,Ah me poupe,1 de mai,2024-05-01T21:07:53.000Z
Pastor mello,@dr_pastor56539,,,,,,,,,,,,,75,https://twitter.com/dr_pastor56539/status/1785782596007231998,https://twitter.com/dr_pastor56539,Horrível o jogo. Vai tomar sacode atlético e colo colo,1 de mai,2024-05-01T21:25:23.000Z
Bia,@Biasilvaffc,,,,,,,,,,,,,44,https://twitter.com/Biasilvaffc/status/1785788148426965129,https://twitter.com/Biasilvaffc,1/10,1 de mai,2024-05-01T21:47:27.000Z
Enzo Araujo,@araujo_ffc,,,,,,,,,,,,,20,https://twitter.com/araujo_ffc/status/1785778649725067418,https://twitter.com/araujo_ffc,Fora Diniz! Vai embora do meu clube,1 de mai,2024-05-01T21:09:42.000Z
WM,@WM_ffc,,,,,,,,,,,,,78,https://twitter.com/WM_ffc/status/1785776891619688942,https://twitter.com/WM_ffc,,1 de mai,2024-05-01T21:02:43.000Z
Carol,@carolinaraujo9,,,,,,,,,,,,,289,https://twitter.com/carolinaraujo9/status/1785776389817298966,https://twitter.com/carolinaraujo9,amém,1 de mai,2024-05-01T21:00:44.000Z
Paullyna,@paullyna_r,,,,,,,,,,,,,36,https://twitter.com/paullyna_r/status/1785776526929068400,https://twitter.com/paullyna_r,VAMOOOSS,1 de mai,2024-05-01T21:01:16.000Z
Ana Clara,@AnaClar97467682,,,,,,,,,,,,,14,https://twitter.com/AnaClar97467682/status/1785791903247568976,https://twitter.com/AnaClar97467682,POR FAVOR NÃO VENDA O JONH KENEDY,1 de mai,2024-05-01T22:02:22.000Z
Marcello Neves,@nevesmarcello,,"https://pbs.twimg.com/media/GMmBtpzWoAAicUs?format=jpg&name=small, https://pbs.twimg.com/media/GMmBtpzWoAAicUs?format=jpg&name=small",,,,,,,,8,388,2,5 mil,https://twitter.com/nevesmarcello/status/1786101350771687810,https://twitter.com/nevesmarcello,"Felipe Andrade ganha chance em posição de origem no Fluminense e se destaca: ""Passo importante"" 

>>>> https://ge.globo.com/futebol/times/fluminense/noticia/2024/05/02/felipe-andrade-ganha-chance-em-posicao-de-origem-no-fluminense-e-se-destaca-passo-importante.ghtml?utm_source=twitter&utm_medium=share-bar-mobile&utm_campaign=materias…",6 h,2024-05-02T18:32:00.000Z
Brasileirão Betano,@Brasileirao,,"https://pbs.twimg.com/media/GMmJQ1wWQAEo3p4?format=jpg&name=small, https://pbs.twimg.com/media/GMmJQ1wWQAEo3p4?format=jpg&name=small",,,,,,,,38,396,6,13 mil,https://twitter.com/Brasileirao/status/1786109655770444282,https://twitter.com/Brasileirao,"A dupla tricolor que sabe os caminhos! Juntos desde a base, no controle dos passes no #BrasileirãoBetano! 

 @SofascoreBR",5 h,2024-05-02T19:05:00.000Z
Moralesᶠᶠᶜ,@brunomorales018,,https://pbs.twimg.com/ext_tw_video_thumb/1653811142974746627/pu/img/H_8dVCVf0IDf7Ms7.jpg,,,,,,,,44,594,9,14 mil,https://twitter.com/brunomorales018/status/1786017566613287031,https://twitter.com/brunomorales018,"Digo e repito.

Todo tricolor que estava no Maracanã, saiu de lá com a convicção de que seríamos campeões da América.

Foi a nossa melhor partida da temporada, e foi o momento que a arquibancada deixou claro que ""VAMOS TRICOLORES"" era a música da temporada.

Que noite.",11 h,2024-05-02T12:59:05.000Z
